test,file,gt_index,gt_label,pred_index,pred_label,correct,latency_mcu_ms,latency_pc_s,tensor_arena,free_ram,iteration,status,timestamp
0,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0001.raw,4,9,3,8,0,18341,19.143879413604736,180000,165700,22,OK,2026-03-16 17:55:40
1,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0025.raw,4,9,0,0,0,18341,19.142219305038452,180000,165700,23,OK,2026-03-16 17:56:01
2,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0164.raw,3,8,3,8,1,18342,19.14382839202881,180000,165700,24,OK,2026-03-16 17:56:23
3,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0052.raw,0,0,3,8,0,18341,19.144386768341064,180000,165700,25,OK,2026-03-16 17:56:44
4,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0018.raw,0,0,0,0,1,18341,19.144391298294067,180000,165700,26,OK,2026-03-16 17:57:05
5,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0042.raw,0,0,0,0,1,18342,19.14429521560669,180000,165700,27,OK,2026-03-16 17:57:26
6,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0090.raw,2,5,3,8,0,18341,19.14405107498169,180000,165700,28,OK,2026-03-16 17:57:47
7,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0078.raw,0,0,0,0,1,18342,19.144198179244995,180000,165700,29,OK,2026-03-16 17:58:08
8,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0027.raw,0,0,3,8,0,18341,19.14420223236084,180000,165700,30,OK,2026-03-16 17:58:30
9,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0058.raw,0,0,3,8,0,18342,19.14366364479065,180000,165700,31,OK,2026-03-16 17:58:51
10,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0013.raw,0,0,3,8,0,18341,19.144519329071045,180000,165700,32,OK,2026-03-16 17:59:12
11,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0096.raw,4,9,3,8,0,18342,19.14377522468567,180000,165700,33,OK,2026-03-16 17:59:33
12,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0111.raw,2,5,3,8,0,18342,19.144837379455566,180000,165700,34,OK,2026-03-16 17:59:54
13,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0057.raw,1,3,1,3,1,18342,19.144209146499634,180000,165700,35,OK,2026-03-16 18:00:16
14,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0007.raw,4,9,3,8,0,18342,19.143569231033325,180000,165700,36,OK,2026-03-16 18:00:37
15,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0119.raw,3,8,3,8,1,18342,19.143815755844116,180000,165700,37,OK,2026-03-16 18:00:58
16,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0003.raw,4,9,0,0,0,18342,19.144761085510254,180000,165700,38,OK,2026-03-16 18:01:19
17,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0081.raw,1,3,3,8,0,18341,19.142759323120117,180000,165700,39,OK,2026-03-16 18:01:40
18,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0038.raw,1,3,3,8,0,18342,19.144303560256958,180000,165700,40,OK,2026-03-16 18:02:02
