test,file,gt_index,gt_label,pred_index,pred_label,correct,latency_mcu_ms,latency_pc_s,tensor_arena,free_ram,iteration,status,timestamp
0,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0089.raw,0,0,0,0,1,3827,4.628516674041748,94208,251492,1,OK,2026-03-19 16:12:56
1,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0091.raw,1,3,4,9,0,3828,4.62904167175293,94208,251492,2,OK,2026-03-19 16:13:03
2,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0050.raw,4,9,3,8,0,3827,4.628040075302124,94208,251492,3,OK,2026-03-19 16:13:09
3,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0003.raw,4,9,4,9,1,3827,4.630178451538086,94208,251492,4,OK,2026-03-19 16:13:16
4,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0089.raw,4,9,3,8,0,3827,4.629823207855225,94208,251492,5,OK,2026-03-19 16:13:23
5,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0003.raw,3,8,3,8,1,3828,4.628811359405518,94208,251492,6,OK,2026-03-19 16:13:29
6,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0090.raw,4,9,2,5,0,3828,4.630557537078857,94208,251492,7,OK,2026-03-19 16:13:36
7,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0006.raw,0,0,3,8,0,3828,4.630748271942139,94208,251492,8,OK,2026-03-19 16:13:43
8,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0065.raw,4,9,0,0,0,3828,4.630528926849365,94208,251492,9,OK,2026-03-19 16:13:49
9,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0146.raw,3,8,3,8,1,3827,4.63087272644043,94208,251492,10,OK,2026-03-19 16:13:56
10,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0035.raw,0,0,0,0,1,3828,4.630682468414307,94208,251492,11,OK,2026-03-19 16:14:02
11,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0098.raw,4,9,0,0,0,3828,4.630543231964111,94208,251492,12,OK,2026-03-19 16:14:09
12,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0050.raw,2,5,2,5,1,3827,4.629799842834473,94208,251492,13,OK,2026-03-19 16:14:16
13,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0086.raw,4,9,0,0,0,3827,4.630525827407837,94208,251492,14,OK,2026-03-19 16:14:22
14,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0000.raw,4,9,3,8,0,3828,4.630671262741089,94208,251492,15,OK,2026-03-19 16:14:29
15,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0067.raw,3,8,2,5,0,3827,4.630952835083008,94208,251492,16,OK,2026-03-19 16:14:36
16,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0049.raw,0,0,4,9,0,3828,4.630554437637329,94208,251492,17,OK,2026-03-19 16:14:42
17,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0038.raw,1,3,0,0,0,3827,4.63029932975769,94208,251492,18,OK,2026-03-19 16:14:49
18,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0022.raw,2,5,2,5,1,3827,4.629797697067261,94208,251492,19,OK,2026-03-19 16:14:55
19,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0072.raw,1,3,0,0,0,3827,4.630208253860474,94208,251492,20,OK,2026-03-19 16:15:02
20,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0006.raw,0,0,3,8,0,3827,4.6300742626190186,94208,251492,21,OK,2026-03-19 16:15:09
21,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0157.raw,3,8,0,0,0,3828,4.629832744598389,94208,251492,22,OK,2026-03-19 16:15:15
22,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0078.raw,0,0,0,0,1,3828,4.630344867706299,94208,251492,23,OK,2026-03-19 16:15:22
23,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0077.raw,4,9,3,8,0,3827,4.630367040634155,94208,251492,24,OK,2026-03-19 16:15:29
24,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0017.raw,0,0,0,0,1,3828,4.629424810409546,94208,251492,25,OK,2026-03-19 16:15:35
