test,file,gt_index,gt_label,pred_index,pred_label,correct,latency_mcu_ms,latency_pc_s,tensor_arena,free_ram,iteration,status,timestamp
0,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0084.raw,3,8,-1,-1,0,,5.809829235076904,,,,RTO,2026-03-16 17:45:06
1,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0071.raw,0,0,-1,-1,0,,5.827148675918579,,,,RTO,2026-03-16 17:45:14
2,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0040.raw,2,5,3,8,0,18342,3.388150691986084,180000,165700,1,OK,2026-03-16 17:45:22
3,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0000.raw,1,3,-1,-1,0,,5.845395088195801,,,,RTO,2026-03-16 17:45:27
4,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0034.raw,3,8,-1,-1,0,,5.8491809368133545,,,,RTO,2026-03-16 17:45:35
5,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0057.raw,2,5,1,3,0,18342,3.384549617767334,180000,165700,2,OK,2026-03-16 17:45:43
6,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0004.raw,2,5,-1,-1,0,,5.8221893310546875,,,,RTO,2026-03-16 17:45:49
7,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0045.raw,2,5,-1,-1,0,,5.8375561237335205,,,,RTO,2026-03-16 17:45:56
8,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0033.raw,3,8,2,5,0,18343,3.3867533206939697,180000,165700,3,OK,2026-03-16 17:46:04
9,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0080.raw,3,8,-1,-1,0,,5.820396423339844,,,,RTO,2026-03-16 17:46:10
10,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0041.raw,2,5,-1,-1,0,,5.842491388320923,,,,RTO,2026-03-16 17:46:18
11,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\3\0000.raw,1,3,3,8,0,18342,3.4374003410339355,180000,165700,4,OK,2026-03-16 17:46:26
12,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\8\0060.raw,3,8,-1,-1,0,,5.814857006072998,,,,RTO,2026-03-16 17:46:31
13,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\5\0014.raw,2,5,-1,-1,0,,5.8167619705200195,,,,RTO,2026-03-16 17:46:39
14,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0005.raw,0,0,3,8,0,18343,3.3836841583251953,180000,165700,5,OK,2026-03-16 17:46:47
15,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\9\0003.raw,4,9,-1,-1,0,,5.843961715698242,,,,RTO,2026-03-16 17:46:52
16,D:\6S2\Thesis\7 dataset\hama3_split_raw\test\0\0014.raw,0,0,-1,-1,0,,5.841626167297363,,,,RTO,2026-03-16 17:47:00
